0	10	0	1
0.001	10	0	1
0.002	10	0	1
0.003	10	0	1
0.004	10	0	1
0.005	10	0	1
0.006	10	0	1
0.007	10	0	1
0.008	10	0	1
0.009	10	0	1
0.01	10	0	1
0.011	10	0	1
0.012	10	0	1
0.013	10	0	1
0.014	10	0	1
0.015	10	0	1
0.016	10	0	1
0.017	10	0	1
0.018	10	0	1
0.019	10	0	1
0.02	10	0	1
0.021	10	0	1
0.022	10	0	1
0.023	10	0	1
0.024	10	0	1
0.025	10	0	1
0.026	10	0	1
0.027	10	0	1
0.028	10	0	1
0.029	10	0	1
0.03	10	0	1
0.031	10	0	1
0.032	10	0	1
0.033	10	0	1
0.034	10	0	1
0.035	10	0	1
0.036	10	0	1
0.037	10	0	1
0.038	10	0	1
0.039	10	0	1
0.04	10	0	1
0.041	10	0	1
0.042	10	0	1
0.043	10	0	1
0.044	10	0	1
0.045	10	0	1
0.046	10	0	1
0.047	10	0	1
0.048	10	0	1
0.049	10	0	1
0.05	10	0	1
0.051	10	0	1
0.052	10	0	1
0.053	10	0	1
0.054	10	0	1
0.055	10	0	1
0.056	10	0	1
0.057	10	0	1
0.058	10	0	1
0.059	10	0	1
0.06	10	0	1
0.061	10	0	1
0.062	10	0	1
0.063	10	0	1
0.064	10	0	1
0.065	10	0	1
0.066	10	0	1
0.067	10	0	1
0.068	10	0	1
0.069	10	0	1
0.07	10	0	1
0.071	10	0	1
0.072	10	0	1
0.073	10	0	1
0.074	10	0	1
0.075	10	0	1
0.076	10	0	1
0.077	10	0	1
0.078	10	0	1
0.079	10	0	1
0.08	10	0	1
0.081	10	0	1
0.082	10	0	1
0.083	10	0	1
0.084	10	0	1
0.085	10	0	1
0.086	10	0	1
0.087	10	0	1
0.088	10	0	1
0.089	10	0	1
0.09	10	0	1
0.091	10	0	1
0.092	10	0	1
0.093	10	0	1
0.094	10	0	1
0.095	10	0	1
0.096	10	0	1
0.097	10	0	1
0.098	10	0	1
0.099	10	0	1
0.1	10	0	1
0.101	10	0	1
0.102	10	0	1
0.103	10	0	1
0.104	10	0	1
0.105	10	0	1
0.106	10	0	1
0.107	10	0	1
0.108	10	0	1
0.109	10	0	1
0.11	10	0	1
0.111	10	0	1
0.112	10	0	1
0.113	10	0	1
0.114	10	0	1
0.115	10	0	1
0.116	10	0	1
0.117	10	0	1
0.118	10	0	1
0.119	10	0	1
0.12	10	0	1
0.121	10	0	1
0.122	10	0	1
0.123	10	0	1
0.124	10	0	1
0.125	10	0	1
0.126	10	0	1
0.127	10	0	1
0.128	10	0	1
0.129	10	0	1
0.13	10	0	1
0.131	10	0	1
0.132	10	0	1
0.133	10	0	1
0.134	10	0	1
0.135	10	0	1
0.136	10	0	1
0.137	10	0	1
0.138	10	0	1
0.139	10	0	1
0.14	10	0	1
0.141	10	0	1
0.142	10	0	1
0.143	10	0	1
0.144	10	0	1
0.145	10	0	1
0.146	10	0	1
0.147	10	0	1
0.148	10	0	1
0.149	10	0	1
0.15	10	0	1
0.151	10	0	1
0.152	10	0	1
0.153	10	0	1
0.154	10	0	1
0.155	10	0	1
